customer_id,age,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,support_tickets,tech_support,senior_citizen,partner,dependents,churn
CUST_000917,48,24,99.79,2513.21,Month-to-month,No,Credit card,4,No,1,No,No,0
CUST_000918,62,18,97.72,1889.41,One year,DSL,Electronic check,1,Yes,0,No,No,1
CUST_000919,32,50,106.88,5357.06,Two year,DSL,Electronic check,2,No,0,Yes,No,0
CUST_000920,54,66,49.29,2939.71,Month-to-month,No,Mailed check,1,Yes,0,No,No,0
CUST_000921,67,11,66.58,788.88,Month-to-month,DSL,Bank transfer,1,No,0,No,Yes,0
CUST_000922,50,58,20.93,1116.15,One year,Fiber optic,Electronic check,0,No,0,No,No,0
CUST_000923,43,48,94.69,4572.11,One year,DSL,Bank transfer,4,Yes,0,No,No,0
CUST_000924,26,70,50.23,3501.51,Month-to-month,Fiber optic,Mailed check,7,No,0,No,Yes,0
CUST_000925,32,66,76.15,5490.39,Month-to-month,Fiber optic,Bank transfer,0,No,0,Yes,No,0
CUST_000926,71,8,36.93,273.27,Month-to-month,No,Credit card,1,No,0,No,Yes,0
CUST_000927,48,54,101.94,5685.5,One year,No,Mailed check,2,No,0,Yes,No,0
CUST_000928,35,43,101.73,4209.04,Two year,Fiber optic,Bank transfer,3,No,0,No,Yes,0
CUST_000929,41,9,107.75,956.96,Two year,Fiber optic,Mailed check,0,No,0,Yes,No,1
CUST_000930,50,19,24.59,459.4,Month-to-month,DSL,Electronic check,4,No,0,No,No,0
CUST_000931,48,67,119.25,7747.7,Month-to-month,Fiber optic,Bank transfer,4,Yes,0,Yes,No,1
CUST_000932,57,40,44.78,1927.38,One year,Fiber optic,Credit card,1,Yes,0,Yes,Yes,0
CUST_000933,32,25,50.94,1329.89,One year,DSL,Credit card,4,No,0,No,No,0
CUST_000934,55,24,44.93,1164.36,Month-to-month,No,Credit card,3,Yes,0,No,No,0
CUST_000935,43,61,46.75,3028.04,Month-to-month,DSL,Mailed check,2,No,1,No,Yes,0
CUST_000936,71,21,75.27,1554.34,Month-to-month,DSL,Bank transfer,3,No,0,No,Yes,1
CUST_000937,27,12,43.98,481.49,One year,No,Electronic check,2,Yes,0,Yes,No,0
CUST_000938,26,42,59.38,2393.62,One year,Fiber optic,Credit card,6,Yes,1,Yes,No,0
CUST_000939,44,72,85.56,5970.22,Month-to-month,Fiber optic,Bank transfer,1,Yes,1,Yes,Yes,0
CUST_000940,46,14,103.6,1334.93,Two year,DSL,Electronic check,6,Yes,0,Yes,Yes,1
CUST_000941,57,19,89.27,1578.81,One year,Fiber optic,Credit card,5,Yes,0,Yes,No,0
CUST_000942,41,34,79.43,2442.98,Two year,Fiber optic,Bank transfer,1,Yes,1,Yes,No,0
CUST_000943,70,15,34.77,515.15,Month-to-month,DSL,Credit card,2,No,0,No,Yes,0
CUST_000944,45,47,101.61,4460.16,Month-to-month,Fiber optic,Bank transfer,3,Yes,1,Yes,Yes,1
CUST_000945,25,19,23.73,430.26,Two year,DSL,Credit card,1,Yes,0,No,Yes,0
CUST_000946,24,10,46.42,462.41,Two year,DSL,Mailed check,0,No,0,No,No,0
CUST_000947,73,19,25.71,455.67,Two year,DSL,Mailed check,0,No,0,No,No,0
CUST_000948,25,68,86.74,5385.7,Two year,DSL,Bank transfer,3,Yes,0,No,No,0
CUST_000949,72,68,56.84,4070.58,Month-to-month,DSL,Electronic check,1,No,0,No,No,0
CUST_000950,33,37,85.2,3395.38,Month-to-month,Fiber optic,Electronic check,5,No,0,No,No,0
CUST_000951,23,29,54.7,1534.79,Month-to-month,Fiber optic,Credit card,4,No,0,Yes,No,0
CUST_000952,35,60,65.57,3904.75,Two year,DSL,Credit card,2,No,0,Yes,No,0
CUST_000953,53,14,65.8,882.18,Month-to-month,Fiber optic,Credit card,2,No,1,No,No,1
CUST_000954,42,48,24.56,1169.91,One year,DSL,Electronic check,4,No,0,Yes,No,0
CUST_000955,62,49,63.02,2834.12,Two year,Fiber optic,Electronic check,1,No,0,No,No,0
CUST_000956,52,52,84.11,4338.29,Two year,No,Credit card,3,No,1,Yes,No,0
CUST_000957,40,16,74.61,1184.54,Two year,Fiber optic,Electronic check,4,Yes,0,No,Yes,1
CUST_000958,54,52,27.53,1376.32,One year,Fiber optic,Mailed check,4,No,0,Yes,No,0
CUST_000959,73,45,86.81,4193.98,Month-to-month,DSL,Electronic check,3,No,0,No,Yes,0
CUST_000960,41,64,50.89,3204.92,Two year,DSL,Credit card,6,Yes,0,No,Yes,0
CUST_000961,26,13,21.44,259.12,Month-to-month,Fiber optic,Mailed check,2,Yes,0,No,No,0
CUST_000962,41,45,35.56,1680.39,Month-to-month,Fiber optic,Electronic check,2,No,0,Yes,No,1
CUST_000963,65,60,69.76,3889.57,Two year,Fiber optic,Mailed check,3,No,0,No,Yes,0
CUST_000964,30,21,51.04,982.96,One year,No,Electronic check,2,No,0,Yes,No,0
CUST_000965,72,54,89.44,4703.08,Month-to-month,DSL,Bank transfer,4,No,0,Yes,No,0
CUST_000966,51,8,44.07,373.52,Month-to-month,No,Bank transfer,3,Yes,0,No,Yes,0
CUST_000967,52,52,97.28,5515.17,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,No,1
CUST_000968,36,44,48.65,2208.24,Two year,DSL,Mailed check,6,No,0,Yes,Yes,0
CUST_000969,70,14,82.09,1240.06,One year,DSL,Electronic check,1,Yes,0,No,No,0
CUST_000970,20,5,99.92,506.46,Month-to-month,Fiber optic,Electronic check,3,Yes,0,Yes,Yes,1
CUST_000971,35,54,58.56,2966.39,One year,DSL,Credit card,1,No,0,Yes,No,1
CUST_000972,41,18,24.68,450.02,Two year,Fiber optic,Mailed check,1,No,1,No,No,0
CUST_000973,45,36,73.54,2772.6,Two year,Fiber optic,Mailed check,2,No,0,No,No,0
CUST_000974,45,5,119.54,546.88,Month-to-month,Fiber optic,Mailed check,3,No,0,Yes,No,1
CUST_000975,26,70,116.9,8051.7,One year,Fiber optic,Credit card,0,No,0,Yes,Yes,0
CUST_000976,30,40,42.1,1543.97,Month-to-month,Fiber optic,Bank transfer,2,Yes,0,No,No,0
CUST_000977,23,68,95.57,6364.47,Month-to-month,Fiber optic,Electronic check,3,Yes,0,No,No,0
CUST_000978,50,12,54.5,662.2,Month-to-month,No,Bank transfer,3,No,0,No,No,1
CUST_000979,37,15,36.03,563.98,Month-to-month,DSL,Mailed check,3,No,0,Yes,No,0
CUST_000980,50,44,86.59,3699.78,One year,No,Bank transfer,4,No,0,No,No,0
CUST_000981,51,44,70.09,2851.01,Month-to-month,DSL,Credit card,1,No,1,No,No,0
CUST_000982,58,57,73.92,4209.26,Month-to-month,DSL,Bank transfer,2,No,0,Yes,No,0
CUST_000983,49,67,102.74,6373.18,Month-to-month,Fiber optic,Credit card,4,No,0,No,Yes,0
CUST_000984,54,60,53.65,2959.38,Month-to-month,DSL,Mailed check,1,No,0,Yes,No,0
CUST_000985,51,11,86.71,998.15,One year,DSL,Mailed check,3,No,0,Yes,No,0
CUST_000986,55,23,56.62,1330.56,Month-to-month,DSL,Bank transfer,2,No,0,No,No,0
CUST_000987,53,66,24.27,1611.64,Month-to-month,Fiber optic,Bank transfer,2,Yes,0,Yes,No,0
CUST_000988,36,40,57.8,2158.34,Two year,Fiber optic,Electronic check,2,No,0,No,Yes,0
CUST_000989,32,63,115.0,7854.1,Month-to-month,DSL,Mailed check,2,No,0,No,No,0
CUST_000990,62,41,68.33,3003.47,Two year,Fiber optic,Electronic check,2,No,0,No,No,0
CUST_000991,37,4,30.82,131.73,One year,DSL,Electronic check,5,No,0,Yes,No,0
CUST_000992,49,35,88.78,2837.13,One year,No,Credit card,2,Yes,0,No,Yes,0
CUST_000993,29,60,116.34,6383.23,One year,DSL,Electronic check,2,Yes,0,No,Yes,0
CUST_000994,42,48,110.79,5287.43,Month-to-month,Fiber optic,Credit card,1,Yes,0,Yes,No,1
CUST_000995,48,10,77.2,739.31,Two year,Fiber optic,Mailed check,1,No,0,No,No,0
CUST_000996,53,16,57.63,891.86,Two year,Fiber optic,Bank transfer,5,Yes,0,Yes,No,0
CUST_000997,48,62,78.07,5043.29,Month-to-month,No,Credit card,2,No,1,No,No,1
CUST_000998,38,71,101.59,7840.96,One year,DSL,Bank transfer,1,Yes,1,No,No,1
CUST_000999,72,55,106.12,5957.1,Month-to-month,Fiber optic,Credit card,3,No,1,No,No,0
CUST_001000,47,8,101.88,738.23,Two year,Fiber optic,Electronic check,5,No,0,No,No,1
CUST_001001,64,45,65.55,2678.46,Two year,Fiber optic,Mailed check,2,Yes,0,No,No,0
CUST_001002,59,60,31.89,1810.66,Month-to-month,Fiber optic,Bank transfer,1,No,0,Yes,Yes,0
CUST_001003,49,47,76.92,3260.24,Two year,DSL,Bank transfer,6,Yes,0,No,No,0
CUST_001004,68,43,35.64,1421.73,Two year,DSL,Bank transfer,1,Yes,0,No,No,0
CUST_001005,25,34,26.1,808.09,One year,DSL,Bank transfer,3,No,0,No,Yes,0
CUST_001006,70,18,69.87,1201.71,Month-to-month,No,Electronic check,2,No,0,No,No,0
CUST_001007,66,21,85.54,1633.11,Two year,Fiber optic,Electronic check,4,Yes,1,No,No,1
CUST_001008,46,54,105.41,6160.39,One year,DSL,Credit card,4,No,0,No,No,1
CUST_001009,59,6,98.28,592.41,Month-to-month,Fiber optic,Bank transfer,1,No,0,No,No,1
CUST_001010,47,7,105.72,793.59,Two year,Fiber optic,Bank transfer,3,No,1,Yes,No,1
CUST_001011,33,29,96.01,2883.7,One year,Fiber optic,Bank transfer,6,No,0,No,No,1
CUST_001012,63,56,90.32,5017.85,Two year,Fiber optic,Credit card,3,No,0,No,Yes,0
CUST_001013,32,48,21.01,1001.54,One year,Fiber optic,Credit card,1,No,1,No,No,0
CUST_001014,35,43,82.61,3708.96,Month-to-month,DSL,Electronic check,2,No,0,No,Yes,0
CUST_001015,47,39,32.05,1205.17,Two year,Fiber optic,Credit card,3,Yes,0,No,No,0
CUST_001016,65,8,25.87,208.24,One year,DSL,Electronic check,2,No,0,Yes,No,0
CUST_001017,39,24,35.64,789.91,Month-to-month,DSL,Mailed check,2,No,0,No,No,0
CUST_001018,46,6,102.33,648.96,Month-to-month,Fiber optic,Credit card,3,No,1,Yes,No,1
CUST_001019,20,55,94.38,5012.62,Month-to-month,Fiber optic,Electronic check,3,No,0,No,No,0
CUST_001020,24,55,114.88,5912.31,One year,No,Electronic check,1,No,0,Yes,Yes,0
CUST_001021,21,19,117.9,2348.0,Month-to-month,DSL,Bank transfer,2,Yes,1,No,No,1
CUST_001022,22,22,109.33,2209.58,Two year,Fiber optic,Credit card,3,No,0,Yes,Yes,0
CUST_001023,67,23,33.29,834.88,Two year,No,Electronic check,4,No,0,No,No,0
CUST_001024,65,65,107.84,7275.21,One year,Fiber optic,Bank transfer,2,Yes,0,No,No,1
CUST_001025,64,36,103.86,3918.75,Month-to-month,No,Mailed check,0,Yes,0,No,Yes,0
CUST_001026,21,55,107.11,5398.53,One year,No,Mailed check,4,No,0,Yes,No,0
CUST_001027,22,33,35.17,1175.4,Month-to-month,No,Bank transfer,2,Yes,0,No,No,0
CUST_001028,33,51,31.68,1463.79,Two year,No,Bank transfer,3,Yes,0,No,No,0
CUST_001029,50,39,112.38,4231.32,Month-to-month,Fiber optic,Bank transfer,1,No,0,Yes,No,1
CUST_001030,37,21,37.38,820.16,Two year,Fiber optic,Bank transfer,1,No,0,Yes,No,0
CUST_001031,45,64,56.86,3432.11,Month-to-month,No,Credit card,7,No,0,No,No,1
CUST_001032,27,52,65.6,3545.7,Month-to-month,No,Credit card,4,No,0,No,No,0
CUST_001033,59,56,32.44,1834.97,Two year,DSL,Electronic check,1,No,0,No,No,0
CUST_001034,35,69,22.06,1647.13,Month-to-month,DSL,Bank transfer,4,No,0,No,No,0
CUST_001035,21,18,119.41,2148.03,Two year,DSL,Bank transfer,1,No,0,No,No,0
CUST_001036,60,7,107.67,723.72,Two year,No,Electronic check,3,No,0,Yes,No,1
CUST_001037,69,42,111.23,5021.95,Month-to-month,DSL,Bank transfer,0,No,0,No,No,0
CUST_001038,18,24,48.46,1157.91,Month-to-month,DSL,Bank transfer,2,Yes,0,Yes,No,0
CUST_001039,42,32,42.01,1287.34,One year,Fiber optic,Electronic check,2,Yes,0,No,Yes,0
CUST_001040,65,17,62.59,1046.08,Two year,DSL,Mailed check,3,No,0,No,No,0
CUST_001041,58,29,65.33,1872.94,Two year,No,Mailed check,2,Yes,0,Yes,No,0
CUST_001042,66,29,20.56,563.13,Month-to-month,Fiber optic,Mailed check,2,Yes,0,Yes,Yes,0
CUST_001043,41,26,97.93,2697.65,One year,DSL,Credit card,1,No,1,Yes,No,0
CUST_001044,39,54,119.67,6876.36,Month-to-month,DSL,Electronic check,3,Yes,1,Yes,No,0
CUST_001045,58,43,72.87,3098.99,One year,Fiber optic,Bank transfer,3,Yes,0,Yes,No,0
CUST_001046,26,35,58.83,1860.13,Two year,Fiber optic,Bank transfer,2,No,0,Yes,Yes,0
CUST_001047,31,9,59.28,491.15,Two year,Fiber optic,Mailed check,3,Yes,0,Yes,Yes,0
CUST_001048,52,42,29.61,1245.88,Month-to-month,DSL,Mailed check,3,No,0,Yes,No,0
CUST_001049,56,13,46.62,577.07,Month-to-month,No,Electronic check,1,No,0,No,Yes,0
CUST_001050,24,23,70.21,1560.18,Month-to-month,Fiber optic,Electronic check,2,No,0,No,Yes,0
CUST_001051,46,30,63.18,1906.98,Month-to-month,Fiber optic,Mailed check,1,Yes,0,Yes,No,0
CUST_001052,38,11,74.5,846.18,Month-to-month,Fiber optic,Electronic check,3,Yes,0,No,No,1
CUST_001053,46,29,104.91,2852.03,Two year,No,Credit card,1,No,0,No,No,0
CUST_001054,72,20,42.52,882.21,Month-to-month,Fiber optic,Bank transfer,2,No,0,No,No,1
CUST_001055,22,62,22.77,1301.37,Month-to-month,Fiber optic,Electronic check,3,No,1,No,Yes,0
CUST_001056,74,62,23.82,1495.97,One year,No,Mailed check,1,Yes,0,No,No,0
CUST_001057,43,1,33.42,34.56,Month-to-month,No,Credit card,1,Yes,0,No,No,0
CUST_001058,62,44,77.05,3249.19,Month-to-month,Fiber optic,Electronic check,1,Yes,0,No,Yes,0
CUST_001059,42,47,100.82,5057.32,Two year,Fiber optic,Bank transfer,3,No,0,No,Yes,0
CUST_001060,35,28,108.68,3218.43,Month-to-month,Fiber optic,Electronic check,3,Yes,0,Yes,No,1
CUST_001061,61,34,83.51,3056.17,Month-to-month,Fiber optic,Credit card,3,Yes,0,No,No,0
CUST_001062,57,57,60.31,3328.88,One year,DSL,Mailed check,5,No,0,Yes,No,0
CUST_001063,26,28,35.45,1078.61,Month-to-month,Fiber optic,Mailed check,1,Yes,0,No,Yes,0
CUST_001064,58,5,60.14,299.75,Month-to-month,Fiber optic,Bank transfer,0,Yes,0,No,No,0
CUST_001065,60,27,53.24,1383.18,Month-to-month,DSL,Mailed check,2,Yes,0,No,No,1
CUST_001066,40,19,107.0,2083.03,Month-to-month,No,Bank transfer,4,No,0,Yes,No,1
CUST_001067,70,28,68.67,2070.29,Two year,DSL,Electronic check,2,No,0,No,Yes,0
CUST_001068,54,17,42.62,780.92,Month-to-month,No,Electronic check,0,No,0,No,No,0
CUST_001069,37,11,48.88,510.02,Month-to-month,DSL,Electronic check,2,No,0,Yes,No,0
CUST_001070,18,71,33.65,2223.11,Month-to-month,DSL,Bank transfer,3,No,1,No,Yes,0
CUST_001071,56,10,111.86,1106.92,Two year,DSL,Credit card,0,Yes,0,Yes,No,0
CUST_001072,29,51,25.03,1388.5,Month-to-month,Fiber optic,Electronic check,2,Yes,0,No,Yes,0
CUST_001073,61,52,21.28,1209.5,Two year,Fiber optic,Credit card,5,No,0,Yes,No,0
CUST_001074,47,45,38.3,1646.22,Month-to-month,DSL,Credit card,2,No,0,No,Yes,0
CUST_001075,44,66,101.09,6094.69,Two year,Fiber optic,Electronic check,2,No,1,No,No,0
CUST_001076,27,1,72.35,75.38,Month-to-month,Fiber optic,Electronic check,2,No,0,No,Yes,0
CUST_001077,58,22,82.58,1719.3,Month-to-month,DSL,Mailed check,1,No,1,Yes,No,0
CUST_001078,27,14,55.77,735.66,Month-to-month,DSL,Electronic check,2,No,0,No,No,0
CUST_001079,41,42,26.87,1181.73,Month-to-month,DSL,Bank transfer,1,Yes,1,Yes,No,0
CUST_001080,65,46,105.62,4568.02,One year,DSL,Mailed check,0,No,0,No,Yes,0
CUST_001081,70,65,39.19,2691.83,One year,DSL,Mailed check,2,No,0,Yes,No,0
CUST_001082,74,28,23.31,708.3,One year,Fiber optic,Bank transfer,4,Yes,0,No,No,1
CUST_001083,72,17,77.27,1222.58,Month-to-month,Fiber optic,Electronic check,7,Yes,0,No,No,1
CUST_001084,49,67,28.33,1916.02,One year,No,Credit card,3,No,1,No,No,0
CUST_001085,29,49,29.58,1507.43,Month-to-month,Fiber optic,Bank transfer,2,Yes,0,Yes,No,0
CUST_001086,65,56,100.04,5641.54,Two year,Fiber optic,Electronic check,1,Yes,0,Yes,Yes,0
CUST_001087,63,33,69.16,2469.31,One year,DSL,Mailed check,3,Yes,0,Yes,Yes,0
CUST_001088,74,33,44.15,1331.0,One year,DSL,Electronic check,0,No,0,No,No,0
CUST_001089,55,29,54.86,1748.34,Two year,Fiber optic,Credit card,1,No,0,No,No,0
CUST_001090,26,54,92.92,5078.5,One year,DSL,Mailed check,5,Yes,0,No,No,1
CUST_001091,46,16,26.64,401.81,One year,DSL,Credit card,1,Yes,0,No,Yes,0
CUST_001092,43,71,31.65,2306.87,Month-to-month,No,Credit card,3,No,1,Yes,No,0
CUST_001093,66,13,81.63,1096.11,One year,DSL,Mailed check,3,No,1,No,No,0
CUST_001094,40,34,80.7,2472.22,Month-to-month,DSL,Bank transfer,6,Yes,0,Yes,No,1
CUST_001095,36,23,117.25,2878.49,Month-to-month,No,Bank transfer,1,No,0,Yes,Yes,1
CUST_001096,22,47,57.45,2468.56,Two year,DSL,Electronic check,4,Yes,1,Yes,No,0
CUST_001097,65,50,26.51,1249.9,Month-to-month,Fiber optic,Credit card,4,Yes,0,No,No,0
CUST_001098,61,67,73.75,5036.13,One year,DSL,Mailed check,3,Yes,0,No,No,0
CUST_001099,20,57,83.83,5040.68,Month-to-month,Fiber optic,Credit card,2,No,1,Yes,Yes,0
CUST_001100,42,18,33.96,628.28,Month-to-month,No,Bank transfer,1,No,0,Yes,Yes,0
CUST_001101,45,15,75.29,1156.61,Two year,Fiber optic,Electronic check,3,No,0,No,Yes,1
CUST_001102,44,64,39.78,2542.31,Month-to-month,Fiber optic,Mailed check,2,No,1,No,Yes,0
CUST_001103,70,36,104.47,3771.09,One year,DSL,Electronic check,1,Yes,0,Yes,No,0
CUST_001104,26,8,103.52,816.6,One year,Fiber optic,Electronic check,4,Yes,0,Yes,No,1
CUST_001105,35,60,62.96,3609.69,Two year,Fiber optic,Bank transfer,3,Yes,0,No,Yes,1
CUST_001106,28,47,116.67,5333.01,Month-to-month,DSL,Electronic check,2,No,0,No,No,0
CUST_001107,31,2,117.98,253.81,One year,DSL,Credit card,0,No,0,No,No,1
CUST_001108,69,57,32.93,1833.06,Month-to-month,Fiber optic,Mailed check,0,No,0,No,No,0
CUST_001109,71,44,56.77,2628.22,Month-to-month,No,Mailed check,1,No,1,No,No,0
CUST_001110,20,45,80.03,3682.4,Month-to-month,No,Electronic check,1,Yes,0,Yes,No,0
CUST_001111,54,63,28.48,1695.2,Month-to-month,No,Electronic check,0,Yes,0,No,No,0
CUST_001112,31,36,58.27,1952.52,Month-to-month,Fiber optic,Bank transfer,3,No,0,No,Yes,1
CUST_001113,28,34,46.12,1449.84,Month-to-month,Fiber optic,Electronic check,2,No,1,No,No,1
CUST_001114,34,45,115.21,5179.72,Month-to-month,No,Bank transfer,2,Yes,0,Yes,No,0
CUST_001115,29,15,61.16,863.01,One year,DSL,Bank transfer,2,Yes,1,No,Yes,0
CUST_001116,45,11,96.27,1008.06,Month-to-month,Fiber optic,Electronic check,0,Yes,0,Yes,No,1
CUST_001117,74,61,58.67,3820.62,Month-to-month,DSL,Mailed check,5,No,0,No,Yes,0
CUST_001118,51,16,33.18,529.67,Month-to-month,No,Electronic check,2,Yes,1,No,No,0
CUST_001119,59,37,106.32,3802.22,Month-to-month,No,Electronic check,1,No,0,No,No,0
CUST_001120,46,20,20.04,375.58,One year,No,Bank transfer,0,No,0,Yes,Yes,0
CUST_001121,18,17,25.59,429.55,Two year,DSL,Electronic check,2,No,0,Yes,No,0
CUST_001122,22,44,56.44,2365.89,One year,No,Electronic check,1,Yes,0,Yes,Yes,0
CUST_001123,33,58,88.69,4669.79,One year,DSL,Mailed check,4,Yes,0,Yes,No,0
CUST_001124,31,32,54.17,1860.81,Month-to-month,DSL,Mailed check,1,Yes,0,Yes,No,0
CUST_001125,65,10,26.63,269.96,Two year,Fiber optic,Credit card,0,No,0,Yes,No,0
CUST_001126,66,18,51.78,993.69,Month-to-month,Fiber optic,Credit card,2,No,0,No,Yes,0
CUST_001127,66,12,44.5,559.72,Month-to-month,No,Bank transfer,2,Yes,0,No,No,0
CUST_001128,54,64,20.54,1186.96,Month-to-month,DSL,Mailed check,4,No,0,Yes,No,0
CUST_001129,49,24,73.48,1817.63,Month-to-month,Fiber optic,Mailed check,6,Yes,0,No,No,0
CUST_001130,55,27,31.66,793.32,One year,Fiber optic,Electronic check,3,No,0,Yes,No,0
CUST_001131,41,6,48.75,267.51,Month-to-month,DSL,Credit card,1,No,0,No,No,1
CUST_001132,56,33,84.12,2514.59,Month-to-month,No,Mailed check,4,No,0,No,No,0
CUST_001133,63,66,92.51,6526.48,Month-to-month,DSL,Electronic check,2,No,0,No,Yes,1
CUST_001134,61,30,46.35,1410.15,Two year,DSL,Bank transfer,0,Yes,0,Yes,Yes,0
CUST_001135,52,47,52.92,2622.91,One year,Fiber optic,Bank transfer,3,No,0,Yes,Yes,0
CUST_001136,21,14,44.69,642.97,Two year,Fiber optic,Mailed check,1,No,0,Yes,Yes,0
CUST_001137,59,11,115.69,1180.62,Two year,No,Electronic check,1,No,0,No,No,1
CUST_001138,38,53,39.05,2114.35,Two year,DSL,Credit card,5,No,0,Yes,No,0
CUST_001139,60,5,38.32,176.73,Month-to-month,DSL,Electronic check,5,No,1,No,Yes,1
CUST_001140,48,33,64.5,1938.01,Month-to-month,No,Credit card,2,No,0,Yes,Yes,0
CUST_001141,68,23,38.93,866.8,Month-to-month,Fiber optic,Mailed check,6,No,0,No,Yes,0
CUST_001142,37,2,35.67,65.63,Month-to-month,Fiber optic,Credit card,4,No,0,Yes,No,0
CUST_001143,71,39,29.59,1201.46,One year,DSL,Credit card,1,No,0,Yes,Yes,0
CUST_001144,66,70,84.02,6005.43,Month-to-month,No,Mailed check,3,No,0,Yes,No,0
CUST_001145,36,5,81.21,420.89,Month-to-month,Fiber optic,Credit card,3,No,0,Yes,Yes,1
CUST_001146,45,59,85.02,5424.99,One year,DSL,Electronic check,3,Yes,0,Yes,Yes,0
CUST_001147,48,39,97.33,3692.05,Month-to-month,DSL,Electronic check,1,Yes,0,Yes,No,0
CUST_001148,61,53,52.64,2822.63,Month-to-month,DSL,Mailed check,4,Yes,0,No,No,0
CUST_001149,57,7,111.84,763.16,Month-to-month,DSL,Bank transfer,5,No,0,Yes,No,0
CUST_001150,66,63,93.32,5456.21,One year,DSL,Electronic check,1,No,1,Yes,No,0
CUST_001151,39,1,100.47,107.33,Month-to-month,DSL,Mailed check,4,No,1,Yes,Yes,0
CUST_001152,46,66,92.1,6166.64,Month-to-month,DSL,Credit card,0,No,1,No,No,0
CUST_001153,42,48,55.85,2746.91,Month-to-month,Fiber optic,Credit card,2,Yes,0,Yes,No,0
CUST_001154,69,25,48.3,1149.09,One year,Fiber optic,Electronic check,0,No,0,No,No,0
CUST_001155,35,1,62.25,66.33,Month-to-month,Fiber optic,Mailed check,1,Yes,0,Yes,No,0
CUST_001156,51,44,29.7,1309.27,Month-to-month,No,Electronic check,4,Yes,0,Yes,No,0
CUST_001157,24,7,65.13,416.65,Two year,DSL,Electronic check,3,No,0,Yes,Yes,1
CUST_001158,66,44,24.31,1031.26,Two year,No,Credit card,2,No,0,Yes,Yes,0
CUST_001159,39,56,20.39,1131.4,Month-to-month,No,Credit card,4,Yes,0,Yes,No,0
CUST_001160,37,20,113.15,2187.88,Month-to-month,No,Electronic check,0,No,1,Yes,No,1
CUST_001161,51,18,88.93,1477.36,Month-to-month,DSL,Electronic check,3,No,0,No,No,1
CUST_001162,46,16,76.18,1176.09,One year,DSL,Mailed check,0,Yes,0,No,Yes,0
CUST_001163,66,17,54.11,828.42,Month-to-month,Fiber optic,Mailed check,3,No,1,No,Yes,1
CUST_001164,48,9,77.05,653.46,Two year,DSL,Electronic check,1,Yes,0,No,No,0
CUST_001165,47,18,109.16,2019.44,Two year,DSL,Electronic check,2,No,0,Yes,No,0
CUST_001166,23,48,85.24,4124.2,One year,DSL,Mailed check,4,Yes,0,No,No,0
CUST_001167,19,22,80.25,1721.49,Month-to-month,Fiber optic,Electronic check,4,Yes,0,Yes,Yes,0
CUST_001168,40,57,66.02,4109.24,Two year,No,Credit card,1,Yes,0,No,No,0
CUST_001169,74,59,54.57,2927.22,One year,DSL,Bank transfer,4,Yes,0,No,No,0
CUST_001170,70,55,89.85,5080.26,One year,No,Mailed check,3,No,0,No,Yes,0
CUST_001171,53,39,118.1,4717.67,Month-to-month,Fiber optic,Mailed check,5,No,0,No,No,0
CUST_001172,53,23,62.48,1443.01,One year,DSL,Credit card,2,Yes,0,Yes,Yes,0
CUST_001173,40,67,59.22,3780.23,Two year,Fiber optic,Electronic check,3,No,0,No,No,0
CUST_001174,28,15,62.81,942.93,Two year,DSL,Credit card,4,Yes,0,Yes,No,1
CUST_001175,18,34,62.55,2114.05,One year,No,Electronic check,3,No,0,Yes,No,0
CUST_001176,37,33,119.06,3650.73,Month-to-month,Fiber optic,Credit card,5,No,0,Yes,No,1
CUST_001177,36,54,90.68,4638.77,Month-to-month,Fiber optic,Electronic check,1,No,0,No,No,1
CUST_001178,28,40,55.92,2208.77,One year,Fiber optic,Credit card,4,No,1,Yes,No,0
CUST_001179,32,58,57.15,3229.87,Two year,DSL,Electronic check,2,No,1,No,No,0
CUST_001180,19,67,63.08,3913.63,One year,No,Credit card,0,No,0,No,No,0
CUST_001181,52,29,23.67,650.51,Month-to-month,No,Bank transfer,7,No,0,No,No,0
CUST_001182,70,63,72.78,4669.32,Month-to-month,Fiber optic,Electronic check,1,Yes,0,Yes,No,0
CUST_001183,57,13,101.14,1368.43,One year,Fiber optic,Bank transfer,4,Yes,0,Yes,No,1
CUST_001184,43,66,86.06,5965.69,Two year,DSL,Electronic check,1,Yes,1,No,No,0
CUST_001185,41,13,39.84,522.02,Month-to-month,DSL,Mailed check,2,No,0,Yes,No,0
CUST_001186,35,62,92.8,5241.56,Month-to-month,DSL,Electronic check,3,No,0,Yes,Yes,0
CUST_001187,26,29,91.95,2523.13,Two year,Fiber optic,Bank transfer,1,No,0,No,Yes,1
CUST_001188,52,70,46.25,3385.21,Month-to-month,Fiber optic,Credit card,2,No,0,No,No,0
CUST_001189,50,10,82.29,788.08,Month-to-month,No,Mailed check,1,No,0,No,No,1
CUST_001190,18,34,81.09,2850.89,Month-to-month,DSL,Bank transfer,2,No,0,No,No,0
CUST_001191,41,65,103.98,6958.17,Month-to-month,DSL,Credit card,0,No,1,Yes,No,0
CUST_001192,33,4,33.61,134.87,Month-to-month,DSL,Bank transfer,5,No,0,No,Yes,0
CUST_001193,27,20,39.48,759.34,One year,No,Electronic check,5,No,0,No,No,0
CUST_001194,58,7,68.6,439.85,One year,Fiber optic,Mailed check,3,No,0,No,No,0
